RecordNo,Index,TopofMind,Unaided,Aided,TotalAwarness,Wykształcenie,Funkcja
2446,2,NA,Aronia,Gruszki,Aronia,Średnie ogólne,Właściciel
2452,2,NA,Borówki,Gruszki,Borówki,Wyższe,Dyrektor / wicedyrektor
2457,2,NA,Wiśnie,NA,Wiśnie,Średnie techniczne,Dyrektor / wicedyrektor
2479,2,NA,NA,Maliny,NA,Wyższe rolnicze,Główny agronom
2484,2,NA,Wiśnie,NA,Wiśnie,Średnie techniczne,Agronom – ekspert
2489,2,NA,Jabłka,Borówki,Jabłka,Wyższe rolnicze,Agronom – ekspert
2500,2,NA,NA,Borówki,NA,Wyższe rolnicze,Agronom – ekspert
2504,2,NA,Maliny,Wiśnie,Maliny,Wyższe rolnicze,Dyrektor / wicedyrektor
2509,2,NA,Gruszki,Borówki,Gruszki,Średnie techniczne,Właściciel
2520,2,NA,Aronia,Maliny,Aronia,Średnie techniczne,Właściciel
2527,2,NA,NA,Wiśnie,NA,Średnie ogólne,Właściciel
2537,2,NA,NA,Jagody,NA,Średnie ogólne,Właściciel
2538,2,NA,Truskawki,NA,Truskawki,Średnie techniczne,???
2545,2,NA,NA,Gruszki,NA,Wyższe,Główny agronom
2549,2,NA,Gruszki,Porzeczki,Gruszki,Średnie ogólne,Dyrektor / wicedyrektor
2563,2,NA,NA,Borówki,NA,Wyższe rolnicze,Agronom – ekspert
2568,2,NA,Maliny,NA,Maliny,Średnie techniczne,???
2571,2,NA,NA,Borówki,NA,Wyższe,Agronom – ekspert
2574,2,NA,Gruszki,Borówki,Gruszki,Średnie techniczne,Dyrektor / wicedyrektor
2603,2,NA,Maliny,Truskawki,Maliny,Średnie ogólne,Główny agronom
2613,2,NA,Wiśnie,Jagody,Wiśnie,Wyższe,Dyrektor / wicedyrektor
2628,2,NA,NA,Śliwki,NA,Wyższe,Agronom – ekspert
2631,2,NA,Truskawki,Gruszki,Truskawki,Wyższe rolnicze,Agronom – ekspert
2634,2,NA,NA,Truskawki,NA,Wyższe,???
2638,2,NA,Truskawki,NA,Truskawki,Wyższe,Agronom – ekspert
2643,2,NA,Aronia,NA,Aronia,Średnie ogólne,Dyrektor / wicedyrektor
2647,2,NA,Gruszki,Wiśnie,Gruszki,Średnie techniczne,Dyrektor / wicedyrektor
2660,2,NA,Gruszki,NA,Gruszki,Wyższe,Agronom – ekspert
2670,2,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2674,2,NA,Śliwki,Gruszki,Śliwki,Wyższe rolnicze,Agronom – ekspert
2685,2,NA,Jagody,Śliwki,Jagody,Średnie ogólne,Właściciel
2688,2,NA,Porzeczki,Wiśnie,Porzeczki,Średnie ogólne,???
2703,2,NA,Borówki,Śliwki,Borówki,Wyższe,???
2707,2,NA,Gruszki,Truskawki,Gruszki,Średnie ogólne,Agronom – ekspert
2712,2,NA,Wiśnie,Śliwki,Wiśnie,Średnie techniczne,Właściciel
2716,2,NA,Porzeczki,Jagody,Porzeczki,Średnie techniczne,Dyrektor / wicedyrektor
2719,2,NA,Śliwki,NA,Śliwki,Średnie ogólne,Dyrektor / wicedyrektor
2727,2,NA,Wiśnie,NA,Wiśnie,Średnie techniczne,Agronom – ekspert
2744,2,NA,NA,Borówki,NA,Wyższe,Dyrektor / wicedyrektor
2750,2,NA,NA,Wiśnie,NA,Wyższe,Główny agronom
2769,2,NA,Wiśnie,Aronia,Wiśnie,Wyższe rolnicze,Właściciel
2773,2,NA,NA,Maliny,NA,Średnie ogólne,Agronom – ekspert
2780,2,NA,Truskawki,Aronia,Truskawki,Wyższe,Dyrektor / wicedyrektor
2790,2,NA,Jagody,NA,Jagody,Średnie ogólne,???
2795,2,NA,Jagody,Borówki,Jagody,Wyższe rolnicze,Właściciel
2798,2,NA,NA,Śliwki,NA,Średnie techniczne,Właściciel
2801,2,NA,NA,Gruszki,NA,Średnie techniczne,Główny agronom
2804,2,NA,Truskawki,Śliwki,Truskawki,Wyższe rolnicze,Agronom – ekspert
2809,2,NA,Wiśnie,Maliny,Wiśnie,Wyższe,???
2815,2,NA,NA,Aronia,NA,Średnie techniczne,Właściciel
2822,2,NA,Truskawki,Jabłka,Truskawki,Średnie techniczne,Właściciel
2824,2,NA,Aronia,Borówki,Aronia,Średnie techniczne,Właściciel
2832,2,NA,NA,Śliwki,NA,Średnie ogólne,???
2835,2,NA,Truskawki,Jagody,Truskawki,Średnie techniczne,???
2837,2,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2853,2,NA,Śliwki,NA,Śliwki,Średnie ogólne,Dyrektor / wicedyrektor
2862,2,NA,NA,Maliny,NA,Średnie ogólne,Dyrektor / wicedyrektor
2868,2,NA,Jagody,NA,Jagody,Średnie ogólne,Dyrektor / wicedyrektor
2871,2,NA,Jagody,Śliwki,Jagody,Wyższe,Główny agronom
2879,2,NA,Gruszki,Aronia,Gruszki,Wyższe,Właściciel
2880,2,NA,Jagody,Wiśnie,Jagody,Wyższe rolnicze,Dyrektor / wicedyrektor
2882,2,NA,NA,Jagody,NA,Średnie techniczne,???
2886,2,NA,Jabłka,Truskawki,Jabłka,Wyższe,Główny agronom
1136,3,NA,Maliny,Wiśnie,Maliny,Średnie techniczne,Właściciel
1143,3,NA,NA,Jagody,NA,Średnie ogólne,Główny agronom
1145,3,NA,NA,Maliny,NA,Wyższe,Właściciel
1151,3,NA,NA,Śliwki,NA,Średnie ogólne,Dyrektor / wicedyrektor
1154,3,NA,Maliny,NA,Maliny,Średnie techniczne,Agronom – ekspert
1167,3,NA,Jabłka,Śliwki,Jabłka,Średnie techniczne,Główny agronom
1191,3,NA,NA,Śliwki,NA,Wyższe,Dyrektor / wicedyrektor
1203,3,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1218,3,NA,NA,Śliwki,NA,Średnie ogólne,Główny agronom
1221,3,NA,NA,Śliwki,NA,Średnie techniczne,Agronom – ekspert
1233,3,NA,NA,Gruszki,NA,Średnie techniczne,Właściciel
1234,3,NA,NA,Gruszki,NA,Wyższe,Główny agronom
1236,3,NA,NA,Śliwki,NA,Średnie ogólne,Właściciel
1256,3,NA,Truskawki,Wiśnie,Truskawki,Średnie ogólne,Dyrektor / wicedyrektor
1261,3,NA,NA,Borówki,NA,Średnie techniczne,Właściciel
1271,3,NA,NA,Wiśnie,NA,Średnie ogólne,???
1272,3,NA,NA,Gruszki,NA,Wyższe,Agronom – ekspert
1286,3,NA,NA,Porzeczki,NA,Średnie ogólne,Główny agronom
1292,3,NA,NA,Śliwki,NA,Średnie techniczne,Właściciel
1293,3,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1294,3,NA,Truskawki,Śliwki,Truskawki,Średnie ogólne,Główny agronom
1295,3,NA,Truskawki,Borówki,Truskawki,Średnie ogólne,Właściciel
1319,3,NA,Jabłka,Borówki,Jabłka,Średnie ogólne,Agronom – ekspert
1322,3,NA,NA,Śliwki,NA,Średnie techniczne,Właściciel
1327,3,NA,NA,Gruszki,NA,Średnie ogólne,Główny agronom
1356,3,NA,Truskawki,Gruszki,Truskawki,Średnie ogólne,Dyrektor / wicedyrektor
1358,3,NA,NA,Gruszki,NA,Średnie techniczne,Dyrektor / wicedyrektor
1364,3,NA,NA,NA,NA,Średnie ogólne,Właściciel
1375,3,NA,NA,Borówki,NA,Średnie ogólne,Dyrektor / wicedyrektor
1377,3,NA,Truskawki,Śliwki,Truskawki,Średnie ogólne,Dyrektor / wicedyrektor
1382,3,NA,Maliny,Śliwki,Maliny,Średnie ogólne,???
1393,3,NA,Jabłka,NA,Jabłka,Wyższe rolnicze,Właściciel
1403,3,NA,NA,Borówki,NA,Średnie ogólne,Właściciel
1404,3,NA,NA,Wiśnie,NA,Średnie ogólne,Właściciel
1412,3,NA,NA,Śliwki,NA,Średnie ogólne,Agronom – ekspert
1413,3,NA,NA,Borówki,NA,Średnie ogólne,Agronom – ekspert
1430,3,NA,Jabłka,Gruszki,Jabłka,Średnie ogólne,???
1450,3,NA,NA,Śliwki,NA,Średnie ogólne,Agronom – ekspert
1469,3,NA,Borówki,Borówki,Borówki,Średnie ogólne,Właściciel
1475,3,NA,NA,Wiśnie,NA,Średnie techniczne,Agronom – ekspert
1476,3,NA,Jabłka,Porzeczki,Jabłka,Średnie ogólne,Główny agronom
1477,3,NA,Jabłka,Śliwki,Jabłka,Średnie ogólne,Główny agronom
1490,3,NA,NA,Borówki,NA,Średnie techniczne,???
1501,3,NA,Wiśnie,Gruszki,Wiśnie,Średnie ogólne,???
1503,3,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1508,3,NA,Gruszki,Śliwki,Gruszki,Średnie ogólne,Agronom – ekspert
1529,3,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1531,3,NA,NA,NA,NA,Średnie ogólne,Właściciel
1540,3,NA,Borówki,Gruszki,Borówki,Średnie ogólne,Właściciel
1548,3,NA,Jabłka,Śliwki,Jabłka,Średnie ogólne,???
1567,3,NA,NA,Jagody,NA,Średnie ogólne,Właściciel
1575,3,NA,Jabłka,Gruszki,Jabłka,Średnie ogólne,Dyrektor / wicedyrektor
1578,3,NA,Jabłka,Śliwki,Jabłka,Średnie ogólne,Właściciel
1581,3,NA,Truskawki,Śliwki,Truskawki,Średnie ogólne,Właściciel
1588,3,NA,NA,Wiśnie,NA,Średnie ogólne,Agronom – ekspert
1591,3,NA,NA,Śliwki,NA,Średnie ogólne,Właściciel
1599,3,NA,NA,Śliwki,NA,Średnie ogólne,???
1605,3,NA,NA,Gruszki,NA,Średnie ogólne,Agronom – ekspert
1634,3,NA,Jabłka,NA,Jabłka,Średnie ogólne,Agronom – ekspert
1638,3,NA,NA,Śliwki,NA,Średnie ogólne,Właściciel
1653,3,NA,Truskawki,Wiśnie,Truskawki,Średnie techniczne,Właściciel
1666,3,NA,NA,Gruszki,NA,Średnie ogólne,Agronom – ekspert
1672,3,NA,Truskawki,NA,Truskawki,Średnie ogólne,Właściciel
1694,3,NA,Wiśnie,Gruszki,Wiśnie,Średnie ogólne,Agronom – ekspert
1705,3,NA,NA,Borówki,NA,Średnie ogólne,Dyrektor / wicedyrektor
1710,3,NA,NA,Wiśnie,NA,Średnie ogólne,Agronom – ekspert
1712,3,NA,Jabłka,Śliwki,Jabłka,Średnie ogólne,Agronom – ekspert
1719,3,NA,NA,Gruszki,NA,Średnie ogólne,???
1739,3,NA,Maliny,Gruszki,Maliny,Średnie ogólne,Główny agronom
1740,3,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1752,3,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1777,3,NA,NA,Gruszki,NA,Średnie ogólne,Główny agronom
1792,3,NA,Wiśnie,Gruszki,Wiśnie,Wyższe,???
1851,3,NA,NA,Śliwki,NA,Średnie ogólne,???
1860,3,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1863,3,NA,NA,Aronia,NA,Średnie ogólne,???
1866,3,NA,NA,NA,NA,Średnie ogólne,???
1870,3,NA,NA,Śliwki,NA,Średnie ogólne,???
1909,3,NA,Maliny,Gruszki,Maliny,Średnie ogólne,???
1959,3,NA,NA,NA,NA,Średnie ogólne,???
1971,3,NA,Wiśnie,Jagody,Wiśnie,Średnie ogólne,Właściciel
1974,3,NA,NA,NA,NA,Średnie techniczne,???
1978,3,NA,Jagody,Aronia,Jagody,Wyższe rolnicze,Właściciel
1984,3,NA,NA,Borówki,NA,Wyższe,Agronom – ekspert
1994,3,NA,NA,Aronia,NA,Wyższe rolnicze,???
2000,3,NA,Wiśnie,Jabłka,Wiśnie,Wyższe,Dyrektor / wicedyrektor
2004,3,NA,Aronia,Porzeczki,Aronia,Wyższe,Dyrektor / wicedyrektor
2019,3,NA,Porzeczki,NA,Porzeczki,Wyższe,Główny agronom
2024,3,NA,Jagody,NA,Jagody,Wyższe,Dyrektor / wicedyrektor
2026,3,NA,NA,Porzeczki,NA,Średnie techniczne,Główny agronom
2036,3,NA,Maliny,Wiśnie,Maliny,Wyższe,Właściciel
2051,3,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2057,3,NA,NA,Truskawki,NA,Średnie ogólne,Dyrektor / wicedyrektor
2061,3,NA,Wiśnie,NA,Wiśnie,Wyższe,???
2064,3,NA,NA,Porzeczki,NA,Średnie techniczne,???
2069,3,NA,Truskawki,NA,Truskawki,Wyższe rolnicze,Główny agronom
2070,3,NA,NA,Maliny,NA,Wyższe,???
2082,3,NA,Śliwki,NA,Śliwki,Wyższe,Główny agronom
2083,3,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2088,3,NA,NA,NA,NA,Wyższe,???
2101,3,NA,NA,Truskawki,NA,Średnie techniczne,Dyrektor / wicedyrektor
2124,3,NA,NA,Śliwki,NA,Wyższe,Właściciel
2128,3,NA,NA,Maliny,NA,Wyższe,Dyrektor / wicedyrektor
2138,3,NA,Wiśnie,Jagody,Wiśnie,Wyższe,???
2150,3,NA,NA,NA,NA,Wyższe,???
2159,3,NA,NA,NA,NA,Wyższe rolnicze,Dyrektor / wicedyrektor
2163,3,NA,Truskawki,NA,Truskawki,Średnie techniczne,Agronom – ekspert
2164,3,NA,Aronia,NA,Aronia,Średnie techniczne,Dyrektor / wicedyrektor
2167,3,NA,Aronia,Wiśnie,Aronia,Średnie ogólne,Dyrektor / wicedyrektor
2180,3,NA,NA,Jabłka,NA,Średnie ogólne,Właściciel
2196,3,NA,NA,Śliwki,NA,Średnie techniczne,???
2198,3,NA,NA,Porzeczki,NA,Wyższe,Właściciel
2209,3,NA,NA,Wiśnie,NA,Wyższe rolnicze,Agronom – ekspert
2210,3,NA,NA,Śliwki,NA,Wyższe,???
2218,3,NA,Aronia,Śliwki,Aronia,Wyższe,???
2223,3,NA,Truskawki,Maliny,Truskawki,Wyższe rolnicze,Właściciel
2231,3,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
2262,3,NA,NA,Jabłka,NA,Średnie ogólne,???
2269,3,NA,Truskawki,Borówki,Truskawki,Średnie ogólne,???
2270,3,NA,NA,Wiśnie,NA,Wyższe,Właściciel
2283,3,NA,NA,Aronia,NA,Wyższe,Dyrektor / wicedyrektor
2291,3,NA,Jabłka,Gruszki,Jabłka,Wyższe,Główny agronom
2300,3,NA,NA,Wiśnie,NA,Średnie techniczne,Agronom – ekspert
2309,3,NA,Maliny,Borówki,Maliny,Wyższe,Agronom – ekspert
2311,3,NA,NA,Truskawki,NA,Średnie techniczne,Główny agronom
2316,3,NA,NA,Maliny,NA,Średnie ogólne,Właściciel
2326,3,NA,NA,Gruszki,NA,Wyższe rolnicze,Agronom – ekspert
2329,3,NA,NA,Porzeczki,NA,Średnie ogólne,???
2341,3,NA,NA,Jabłka,NA,Średnie techniczne,Właściciel
2343,3,NA,NA,Jagody,NA,Wyższe,Agronom – ekspert
2355,3,NA,Truskawki,NA,Truskawki,Wyższe rolnicze,???
2420,3,NA,Maliny,Borówki,Maliny,Średnie techniczne,Agronom – ekspert
2422,3,NA,Jabłka,NA,Jabłka,Średnie ogólne,Główny agronom
2432,3,NA,NA,Truskawki,NA,Wyższe rolnicze,Inne
2437,3,NA,Truskawki,NA,Truskawki,Wyższe,Agronom – ekspert
2438,3,NA,Jagody,Jabłka,Jagody,Wyższe rolnicze,Główny agronom
2442,3,NA,Porzeczki,Gruszki,Porzeczki,Wyższe rolnicze,???
2446,3,NA,NA,Wiśnie,NA,Średnie ogólne,Właściciel
2452,3,NA,Porzeczki,Truskawki,Porzeczki,Wyższe,Dyrektor / wicedyrektor
2457,3,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2479,3,NA,NA,Wiśnie,NA,Wyższe rolnicze,Główny agronom
2484,3,NA,Aronia,NA,Aronia,Średnie techniczne,Agronom – ekspert
2489,3,NA,NA,Maliny,NA,Wyższe rolnicze,Agronom – ekspert
2500,3,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2504,3,NA,NA,NA,NA,Wyższe rolnicze,Dyrektor / wicedyrektor
2509,3,NA,Porzeczki,Maliny,Porzeczki,Średnie techniczne,Właściciel
2520,3,NA,NA,NA,NA,Średnie techniczne,Właściciel
2527,3,NA,NA,Aronia,NA,Średnie ogólne,Właściciel
2537,3,NA,NA,NA,NA,Średnie ogólne,Właściciel
2538,3,NA,Maliny,NA,Maliny,Średnie techniczne,???
2545,3,NA,NA,Jagody,NA,Wyższe,Główny agronom
2549,3,NA,Maliny,Jagody,Maliny,Średnie ogólne,Dyrektor / wicedyrektor
2563,3,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2568,3,NA,Śliwki,NA,Śliwki,Średnie techniczne,???
2571,3,NA,NA,Porzeczki,NA,Wyższe,Agronom – ekspert
2574,3,NA,NA,Jagody,NA,Średnie techniczne,Dyrektor / wicedyrektor
2603,3,NA,Borówki,Śliwki,Borówki,Średnie ogólne,Główny agronom
2613,3,NA,Gruszki,NA,Gruszki,Wyższe,Dyrektor / wicedyrektor
2628,3,NA,NA,Maliny,NA,Wyższe,Agronom – ekspert
2631,3,NA,NA,Wiśnie,NA,Wyższe rolnicze,Agronom – ekspert
2634,3,NA,NA,Wiśnie,NA,Wyższe,???
2638,3,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2643,3,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2647,3,NA,NA,Maliny,NA,Średnie techniczne,Dyrektor / wicedyrektor
2660,3,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2670,3,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2674,3,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2685,3,NA,Porzeczki,Truskawki,Porzeczki,Średnie ogólne,Właściciel
2688,3,NA,Maliny,NA,Maliny,Średnie ogólne,???
2703,3,NA,Jagody,Aronia,Jagody,Wyższe,???
2707,3,NA,Borówki,Śliwki,Borówki,Średnie ogólne,Agronom – ekspert
2712,3,NA,NA,NA,NA,Średnie techniczne,Właściciel
2716,3,NA,Jabłka,Aronia,Jabłka,Średnie techniczne,Dyrektor / wicedyrektor
2719,3,NA,Borówki,NA,Borówki,Średnie ogólne,Dyrektor / wicedyrektor
2727,3,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2744,3,NA,NA,Truskawki,NA,Wyższe,Dyrektor / wicedyrektor
2750,3,NA,NA,Borówki,NA,Wyższe,Główny agronom
2769,3,NA,Borówki,Śliwki,Borówki,Wyższe rolnicze,Właściciel
2773,3,NA,NA,Wiśnie,NA,Średnie ogólne,Agronom – ekspert
2780,3,NA,NA,Wiśnie,NA,Wyższe,Dyrektor / wicedyrektor
2790,3,NA,NA,NA,NA,Średnie ogólne,???
2795,3,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
2798,3,NA,NA,NA,NA,Średnie techniczne,Właściciel
2801,3,NA,NA,Truskawki,NA,Średnie techniczne,Główny agronom
2804,3,NA,NA,Maliny,NA,Wyższe rolnicze,Agronom – ekspert
2809,3,NA,NA,Jagody,NA,Wyższe,???
2815,3,NA,NA,Porzeczki,NA,Średnie techniczne,Właściciel
2822,3,NA,NA,Maliny,NA,Średnie techniczne,Właściciel
2824,3,NA,Porzeczki,Maliny,Porzeczki,Średnie techniczne,Właściciel
2832,3,NA,NA,Gruszki,NA,Średnie ogólne,???
2835,3,NA,NA,NA,NA,Średnie techniczne,???
2837,3,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2853,3,NA,Maliny,NA,Maliny,Średnie ogólne,Dyrektor / wicedyrektor
2862,3,NA,NA,Porzeczki,NA,Średnie ogólne,Dyrektor / wicedyrektor
2868,3,NA,Borówki,NA,Borówki,Średnie ogólne,Dyrektor / wicedyrektor
2871,3,NA,NA,NA,NA,Wyższe,Główny agronom
2879,3,NA,NA,Wiśnie,NA,Wyższe,Właściciel
2880,3,NA,Aronia,Śliwki,Aronia,Wyższe rolnicze,Dyrektor / wicedyrektor
2882,3,NA,NA,Porzeczki,NA,Średnie techniczne,???
2886,3,NA,NA,NA,NA,Wyższe,Główny agronom
1136,4,NA,NA,Borówki,NA,Średnie techniczne,Właściciel
1143,4,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1145,4,NA,NA,NA,NA,Wyższe,Właściciel
1151,4,NA,NA,Gruszki,NA,Średnie ogólne,Dyrektor / wicedyrektor
1154,4,NA,Gruszki,NA,Gruszki,Średnie techniczne,Agronom – ekspert
1167,4,NA,NA,Gruszki,NA,Średnie techniczne,Główny agronom
1191,4,NA,NA,Gruszki,NA,Wyższe,Dyrektor / wicedyrektor
1203,4,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1218,4,NA,NA,Gruszki,NA,Średnie ogólne,Główny agronom
1221,4,NA,NA,Wiśnie,NA,Średnie techniczne,Agronom – ekspert
1233,4,NA,NA,Wiśnie,NA,Średnie techniczne,Właściciel
1234,4,NA,NA,Wiśnie,NA,Wyższe,Główny agronom
1236,4,NA,NA,Gruszki,NA,Średnie ogólne,Właściciel
1256,4,NA,NA,Borówki,NA,Średnie ogólne,Dyrektor / wicedyrektor
1261,4,NA,NA,Maliny,NA,Średnie techniczne,Właściciel
1271,4,NA,NA,Borówki,NA,Średnie ogólne,???
1272,4,NA,NA,Wiśnie,NA,Wyższe,Agronom – ekspert
1286,4,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1292,4,NA,NA,Gruszki,NA,Średnie techniczne,Właściciel
1293,4,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1294,4,NA,Jabłka,Gruszki,Jabłka,Średnie ogólne,Główny agronom
1295,4,NA,NA,Maliny,NA,Średnie ogólne,Właściciel
1319,4,NA,Truskawki,Porzeczki,Truskawki,Średnie ogólne,Agronom – ekspert
1322,4,NA,NA,Gruszki,NA,Średnie techniczne,Właściciel
1327,4,NA,NA,Wiśnie,NA,Średnie ogólne,Główny agronom
1356,4,NA,Jabłka,Wiśnie,Jabłka,Średnie ogólne,Dyrektor / wicedyrektor
1358,4,NA,NA,Wiśnie,NA,Średnie techniczne,Dyrektor / wicedyrektor
1364,4,NA,NA,NA,NA,Średnie ogólne,Właściciel
1375,4,NA,NA,Maliny,NA,Średnie ogólne,Dyrektor / wicedyrektor
1377,4,NA,Gruszki,Gruszki,Gruszki,Średnie ogólne,Dyrektor / wicedyrektor
1382,4,NA,NA,Porzeczki,NA,Średnie ogólne,???
1393,4,NA,Wiśnie,NA,Wiśnie,Wyższe rolnicze,Właściciel
1403,4,NA,NA,Porzeczki,NA,Średnie ogólne,Właściciel
1404,4,NA,NA,Borówki,NA,Średnie ogólne,Właściciel
1412,4,NA,NA,Wiśnie,NA,Średnie ogólne,Agronom – ekspert
1413,4,NA,NA,Maliny,NA,Średnie ogólne,Agronom – ekspert
1430,4,NA,Truskawki,Borówki,Truskawki,Średnie ogólne,???
1450,4,NA,NA,Gruszki,NA,Średnie ogólne,Agronom – ekspert
1469,4,NA,Maliny,Porzeczki,Maliny,Średnie ogólne,Właściciel
1475,4,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1476,4,NA,Truskawki,NA,Truskawki,Średnie ogólne,Główny agronom
1477,4,NA,Śliwki,Gruszki,Śliwki,Średnie ogólne,Główny agronom
1490,4,NA,NA,Porzeczki,NA,Średnie techniczne,???
1501,4,NA,Maliny,Porzeczki,Maliny,Średnie ogólne,???
1503,4,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1508,4,NA,Śliwki,Gruszki,Śliwki,Średnie ogólne,Agronom – ekspert
1529,4,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1531,4,NA,NA,NA,NA,Średnie ogólne,Właściciel
1540,4,NA,Maliny,Wiśnie,Maliny,Średnie ogólne,Właściciel
1548,4,NA,NA,Gruszki,NA,Średnie ogólne,???
1567,4,NA,NA,NA,NA,Średnie ogólne,Właściciel
1575,4,NA,NA,Wiśnie,NA,Średnie ogólne,Dyrektor / wicedyrektor
1578,4,NA,Truskawki,Porzeczki,Truskawki,Średnie ogólne,Właściciel
1581,4,NA,NA,Gruszki,NA,Średnie ogólne,Właściciel
1588,4,NA,NA,Porzeczki,NA,Średnie ogólne,Agronom – ekspert
1591,4,NA,NA,Gruszki,NA,Średnie ogólne,Właściciel
1599,4,NA,NA,Gruszki,NA,Średnie ogólne,???
1605,4,NA,NA,Wiśnie,NA,Średnie ogólne,Agronom – ekspert
1634,4,NA,Wiśnie,NA,Wiśnie,Średnie ogólne,Agronom – ekspert
1638,4,NA,NA,Wiśnie,NA,Średnie ogólne,Właściciel
1653,4,NA,NA,Borówki,NA,Średnie techniczne,Właściciel
1666,4,NA,NA,Porzeczki,NA,Średnie ogólne,Agronom – ekspert
1672,4,NA,Borówki,NA,Borówki,Średnie ogólne,Właściciel
1694,4,NA,Jabłka,Wiśnie,Jabłka,Średnie ogólne,Agronom – ekspert
1705,4,NA,NA,Porzeczki,NA,Średnie ogólne,Dyrektor / wicedyrektor
1710,4,NA,Wiśnie,Borówki,Wiśnie,Średnie ogólne,Agronom – ekspert
1712,4,NA,NA,Wiśnie,NA,Średnie ogólne,Agronom – ekspert
1719,4,NA,NA,Borówki,NA,Średnie ogólne,???
1739,4,NA,Truskawki,Borówki,Truskawki,Średnie ogólne,Główny agronom
1740,4,NA,Truskawki,NA,Truskawki,Średnie ogólne,Główny agronom
1752,4,NA,Borówki,NA,Borówki,Średnie ogólne,Agronom – ekspert
1777,4,NA,NA,Wiśnie,NA,Średnie ogólne,Główny agronom
1792,4,NA,Jabłka,Porzeczki,Jabłka,Wyższe,???
1851,4,NA,NA,Gruszki,NA,Średnie ogólne,???
1860,4,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1863,4,NA,NA,Jagody,NA,Średnie ogólne,???
1866,4,NA,NA,NA,NA,Średnie ogólne,???
1870,4,NA,NA,Borówki,NA,Średnie ogólne,???
1909,4,NA,Truskawki,Borówki,Truskawki,Średnie ogólne,???
1959,4,NA,NA,NA,NA,Średnie ogólne,???
1971,4,NA,Gruszki,NA,Gruszki,Średnie ogólne,Właściciel
1974,4,NA,NA,NA,NA,Średnie techniczne,???
1978,4,NA,Porzeczki,Jabłka,Porzeczki,Wyższe rolnicze,Właściciel
1984,4,NA,NA,Maliny,NA,Wyższe,Agronom – ekspert
1994,4,NA,NA,Gruszki,NA,Wyższe rolnicze,???
2000,4,NA,Borówki,Aronia,Borówki,Wyższe,Dyrektor / wicedyrektor
2004,4,NA,Maliny,Borówki,Maliny,Wyższe,Dyrektor / wicedyrektor
2019,4,NA,NA,NA,NA,Wyższe,Główny agronom
2024,4,NA,Gruszki,NA,Gruszki,Wyższe,Dyrektor / wicedyrektor
2026,4,NA,NA,Śliwki,NA,Średnie techniczne,Główny agronom
2036,4,NA,Porzeczki,NA,Porzeczki,Wyższe,Właściciel
2051,4,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2057,4,NA,NA,Maliny,NA,Średnie ogólne,Dyrektor / wicedyrektor
2061,4,NA,NA,NA,NA,Wyższe,???
2064,4,NA,NA,Maliny,NA,Średnie techniczne,???
2069,4,NA,NA,NA,NA,Wyższe rolnicze,Główny agronom
2070,4,NA,NA,Śliwki,NA,Wyższe,???
2082,4,NA,Jagody,NA,Jagody,Wyższe,Główny agronom
2083,4,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2088,4,NA,NA,NA,NA,Wyższe,???
2101,4,NA,NA,Maliny,NA,Średnie techniczne,Dyrektor / wicedyrektor
2124,4,NA,NA,NA,NA,Wyższe,Właściciel
2128,4,NA,NA,Wiśnie,NA,Wyższe,Dyrektor / wicedyrektor
2138,4,NA,NA,Maliny,NA,Wyższe,???
2150,4,NA,NA,NA,NA,Wyższe,???
